checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,credit_risk
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),6078,< 100 DM,4 - 7 años,2,Hombre: soltero,Ninguno,2,Auto u otro,32,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,7721,Desconocido / Sin ahorros,< 1 año,1,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,30,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,No,Buen Pagador
0 - 200 DM,14,Créditos existentes pagados hasta ahora,Negocios,1410,500 - 1000 DM,>= 7 años,1,Hombre: casado/viudo,Ninguno,2,Bienes raíces,35,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,6,Retraso en pagos en el pasado,Negocios,1449,100 - 500 DM,>= 7 años,1,Hombre: divorciado/separado,Ninguno,2,Auto u otro,31,Banco,Propia,2,Empleado calificado / oficial,2,No,Sí,Buen Pagador
>= 200 DM,15,Créditos existentes pagados hasta ahora,Educación,392,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,23,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Auto (nuevo),6260,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,3,Bienes raíces,28,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,36,Cuenta crítica / Otros créditos,Auto (nuevo),7855,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,25,Tiendas,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1680,500 - 1000 DM,>= 7 años,3,Hombre: casado/viudo,Ninguno,1,Bienes raíces,35,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,48,Cuenta crítica / Otros créditos,Radio/TV,3578,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,1,Bienes raíces,47,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,42,Créditos existentes pagados hasta ahora,Radio/TV,7174,Desconocido / Sin ahorros,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,30,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,10,Cuenta crítica / Otros créditos,Muebles/Equipo,2132,Desconocido / Sin ahorros,< 1 año,2,Mujer: divorciada/separada/casada,Co-solicitante,3,Bienes raíces,27,Ninguno,Alquiler,2,Empleado calificado / oficial,1,No,No,Buen Pagador
< 0 DM,33,Cuenta crítica / Otros créditos,Muebles/Equipo,4281,500 - 1000 DM,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,23,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),2366,500 - 1000 DM,4 - 7 años,3,Hombre: divorciado/separado,Ninguno,3,Auto u otro,36,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,21,Créditos existentes pagados hasta ahora,Radio/TV,1835,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,25,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Auto (usado),3868,< 100 DM,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,41,Ninguno,Alquiler,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1768,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Bienes raíces,24,Ninguno,Alquiler,1,No calificado - residente,1,No,Sí,Buen Pagador
>= 200 DM,10,Cuenta crítica / Otros créditos,Auto (nuevo),781,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,63,Ninguno,Gratis,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,1924,Desconocido / Sin ahorros,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,3,Bienes raíces,27,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),2121,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,30,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,701,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Ninguno,2,Bienes raíces,40,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Reparaciones,639,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,30,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,12,Cuenta crítica / Otros créditos,Auto (usado),1860,< 100 DM,Desempleado,4,Hombre: soltero,Ninguno,2,Auto u otro,34,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,12,Cuenta crítica / Otros créditos,Auto (nuevo),3499,< 100 DM,1 - 4 años,3,Mujer: divorciada/separada/casada,Co-solicitante,2,Bienes raíces,29,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,48,Créditos existentes pagados hasta ahora,Auto (nuevo),8487,Desconocido / Sin ahorros,4 - 7 años,1,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,36,Retraso en pagos en el pasado,Educación,6887,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,29,Tiendas,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Muebles/Equipo,2708,< 100 DM,< 1 año,2,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,27,Banco,Propia,2,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,1984,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,47,Banco,Gratis,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,60,Créditos existentes pagados hasta ahora,Radio/TV,10144,100 - 500 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Bienes raíces,21,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Radio/TV,1240,Desconocido / Sin ahorros,>= 7 años,4,Mujer: divorciada/separada/casada,Ninguno,2,Bienes raíces,38,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,27,Retraso en pagos en el pasado,Auto (usado),8613,>= 1000 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Auto u otro,27,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,766,500 - 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,3,Bienes raíces,66,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Mal Pagador
0 - 200 DM,15,Cuenta crítica / Otros créditos,Radio/TV,2728,Desconocido / Sin ahorros,4 - 7 años,4,Hombre: soltero,Garante,2,Bienes raíces,35,Banco,Propia,3,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
>= 200 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,1881,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,44,Ninguno,Alquiler,1,No calificado - residente,1,Sí,Sí,Buen Pagador
>= 200 DM,6,Créditos existentes pagados hasta ahora,Auto (nuevo),709,>= 1000 DM,< 1 año,2,Hombre: casado/viudo,Ninguno,2,Bienes raíces,27,Ninguno,Propia,1,No calificado - no residente,1,No,No,Buen Pagador
0 - 200 DM,36,Créditos existentes pagados hasta ahora,Radio/TV,4795,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Desconocido / Sin propiedad,30,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,27,Créditos existentes pagados hasta ahora,Radio/TV,3416,< 100 DM,1 - 4 años,3,Hombre: soltero,Ninguno,2,Auto u otro,27,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,No,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,2462,< 100 DM,1 - 4 años,2,Hombre: soltero,Ninguno,2,Auto u otro,22,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,21,Cuenta crítica / Otros créditos,Muebles/Equipo,2288,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,23,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,48,Todos los créditos en este banco pagados,Negocios,3566,100 - 500 DM,4 - 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,30,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,6,Cuenta crítica / Otros créditos,Auto (nuevo),860,< 100 DM,>= 7 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,39,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,12,Cuenta crítica / Otros créditos,Auto (nuevo),682,100 - 500 DM,4 - 7 años,4,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,51,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,36,Cuenta crítica / Otros créditos,Muebles/Equipo,5371,< 100 DM,1 - 4 años,3,Hombre: soltero,Garante,2,Seguro de vida / Ahorro para vivienda,28,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Radio/TV,1582,>= 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,46,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Radio/TV,1346,100 - 500 DM,>= 7 años,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,42,Banco,Gratis,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,10,Créditos existentes pagados hasta ahora,Radio/TV,1924,< 100 DM,1 - 4 años,1,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,38,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,No,Buen Pagador
>= 200 DM,36,Créditos existentes pagados hasta ahora,Radio/TV,5848,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,1,Auto u otro,24,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,24,Cuenta crítica / Otros créditos,Auto (usado),7758,>= 1000 DM,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,29,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,24,Retraso en pagos en el pasado,Negocios,6967,100 - 500 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,36,Ninguno,Alquiler,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,1282,< 100 DM,1 - 4 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,20,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
< 0 DM,9,Cuenta crítica / Otros créditos,Reparaciones,1288,100 - 500 DM,>= 7 años,3,Hombre: soltero,Garante,4,Bienes raíces,48,Ninguno,Propia,2,Empleado calificado / oficial,2,No,No,Buen Pagador
< 0 DM,12,Todos los créditos en este banco pagados,Recapacitación,339,< 100 DM,>= 7 años,4,Hombre: casado/viudo,Ninguno,1,Auto u otro,45,Banco,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Auto (nuevo),3512,100 - 500 DM,4 - 7 años,2,Hombre: soltero,Ninguno,3,Auto u otro,38,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Radio/TV,1898,Desconocido / Sin ahorros,1 - 4 años,1,Hombre: soltero,Ninguno,2,Bienes raíces,34,Ninguno,Propia,2,No calificado - residente,2,No,Sí,Buen Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Radio/TV,2872,100 - 500 DM,>= 7 años,3,Hombre: soltero,Ninguno,4,Bienes raíces,36,Ninguno,Propia,1,Empleado calificado / oficial,2,Sí,Sí,Buen Pagador
Sin cuenta,18,Cuenta crítica / Otros créditos,Auto (nuevo),1055,< 100 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Seguro de vida / Ahorro para vivienda,30,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,15,Créditos existentes pagados hasta ahora,Electrodomésticos,1262,500 - 1000 DM,4 - 7 años,4,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,36,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,10,Créditos existentes pagados hasta ahora,Auto (nuevo),7308,< 100 DM,Desempleado,2,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,70,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Buen Pagador
Sin cuenta,36,Créditos existentes pagados hasta ahora,Auto (nuevo),909,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Seguro de vida / Ahorro para vivienda,36,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Muebles/Equipo,2978,500 - 1000 DM,1 - 4 años,1,Hombre: soltero,Ninguno,2,Auto u otro,32,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,18,Créditos existentes pagados hasta ahora,Muebles/Equipo,1131,< 100 DM,Desempleado,4,Mujer: divorciada/separada/casada,Ninguno,2,Auto u otro,33,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,11,Créditos existentes pagados hasta ahora,Muebles/Equipo,1577,>= 1000 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,20,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Muebles/Equipo,3972,< 100 DM,4 - 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Seguro de vida / Ahorro para vivienda,25,Ninguno,Alquiler,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,24,Cuenta crítica / Otros créditos,Negocios,1935,< 100 DM,>= 7 años,4,Hombre: divorciado/separado,Ninguno,4,Bienes raíces,31,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Mal Pagador
< 0 DM,15,Sin créditos / Todos pagados,Auto (nuevo),950,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,3,Auto u otro,33,Ninguno,Alquiler,2,Empleado calificado / oficial,2,No,Sí,Mal Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,763,< 100 DM,1 - 4 años,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,26,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,24,Retraso en pagos en el pasado,Muebles/Equipo,2064,< 100 DM,Desempleado,3,Mujer: divorciada/separada/casada,Ninguno,2,Seguro de vida / Ahorro para vivienda,34,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
0 - 200 DM,8,Créditos existentes pagados hasta ahora,Radio/TV,1414,< 100 DM,1 - 4 años,4,Hombre: soltero,Garante,2,Bienes raíces,33,Ninguno,Propia,1,Empleado calificado / oficial,1,No,No,Buen Pagador
< 0 DM,21,Retraso en pagos en el pasado,Educación,3414,< 100 DM,< 1 año,2,Hombre: soltero,Ninguno,1,Seguro de vida / Ahorro para vivienda,26,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
Sin cuenta,30,Todos los créditos en este banco pagados,Auto (usado),7485,Desconocido / Sin ahorros,Desempleado,4,Mujer: divorciada/separada/casada,Ninguno,1,Bienes raíces,53,Banco,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,2577,< 100 DM,1 - 4 años,2,Hombre: divorciado/separado,Ninguno,1,Auto u otro,42,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,6,Cuenta crítica / Otros créditos,Radio/TV,338,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,52,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,12,Créditos existentes pagados hasta ahora,Radio/TV,1963,< 100 DM,4 - 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,31,Ninguno,Alquiler,2,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Buen Pagador
< 0 DM,21,Cuenta crítica / Otros créditos,Auto (nuevo),571,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,65,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
Sin cuenta,36,Retraso en pagos en el pasado,Negocios,9572,< 100 DM,< 1 año,1,Hombre: divorciado/separado,Ninguno,1,Auto u otro,28,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,36,Retraso en pagos en el pasado,Negocios,4455,< 100 DM,1 - 4 años,2,Hombre: divorciado/separado,Ninguno,2,Bienes raíces,30,Tiendas,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
< 0 DM,21,Todos los créditos en este banco pagados,Auto (nuevo),1647,Desconocido / Sin ahorros,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,40,Ninguno,Propia,2,No calificado - residente,2,No,Sí,Mal Pagador
Sin cuenta,24,Cuenta crítica / Otros créditos,Muebles/Equipo,3777,>= 1000 DM,1 - 4 años,4,Hombre: soltero,Ninguno,4,Bienes raíces,50,Ninguno,Propia,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Cuenta crítica / Otros créditos,Auto (nuevo),884,< 100 DM,>= 7 años,4,Hombre: soltero,Ninguno,4,Auto u otro,36,Banco,Propia,1,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
Sin cuenta,15,Cuenta crítica / Otros créditos,Radio/TV,1360,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Seguro de vida / Ahorro para vivienda,31,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,9,Todos los créditos en este banco pagados,Auto (usado),5129,< 100 DM,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,4,Desconocido / Sin propiedad,74,Banco,Gratis,1,Gerencia / Autoempleado / Altamente calificado,2,Sí,Sí,Mal Pagador
0 - 200 DM,16,Cuenta crítica / Otros créditos,Auto (nuevo),1175,< 100 DM,Desempleado,2,Hombre: soltero,Ninguno,3,Auto u otro,68,Ninguno,Gratis,3,No calificado - no residente,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Radio/TV,674,100 - 500 DM,4 - 7 años,4,Hombre: casado/viudo,Ninguno,1,Seguro de vida / Ahorro para vivienda,20,Ninguno,Propia,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,18,Sin créditos / Todos pagados,Muebles/Equipo,3244,< 100 DM,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,33,Banco,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
Sin cuenta,24,Créditos existentes pagados hasta ahora,Negocios,4591,>= 1000 DM,1 - 4 años,2,Hombre: soltero,Ninguno,3,Seguro de vida / Ahorro para vivienda,54,Ninguno,Propia,3,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
0 - 200 DM,48,Sin créditos / Todos pagados,Negocios,3844,100 - 500 DM,4 - 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,34,Ninguno,Gratis,1,No calificado - residente,2,No,Sí,Mal Pagador
0 - 200 DM,27,Créditos existentes pagados hasta ahora,Negocios,3915,< 100 DM,1 - 4 años,4,Hombre: soltero,Ninguno,2,Auto u otro,36,Ninguno,Propia,1,Empleado calificado / oficial,2,Sí,Sí,Mal Pagador
Sin cuenta,6,Créditos existentes pagados hasta ahora,Radio/TV,2108,< 100 DM,4 - 7 años,2,Hombre: casado/viudo,Ninguno,2,Bienes raíces,29,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Buen Pagador
0 - 200 DM,45,Créditos existentes pagados hasta ahora,Radio/TV,3031,100 - 500 DM,1 - 4 años,4,Hombre: soltero,Garante,4,Seguro de vida / Ahorro para vivienda,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,9,Cuenta crítica / Otros créditos,Educación,1501,< 100 DM,>= 7 años,2,Mujer: divorciada/separada/casada,Ninguno,3,Auto u otro,34,Ninguno,Propia,2,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,6,Cuenta crítica / Otros créditos,Radio/TV,1382,< 100 DM,1 - 4 años,1,Mujer: divorciada/separada/casada,Ninguno,1,Auto u otro,28,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,12,Créditos existentes pagados hasta ahora,Muebles/Equipo,951,100 - 500 DM,< 1 año,4,Mujer: divorciada/separada/casada,Ninguno,4,Auto u otro,27,Banco,Alquiler,4,Empleado calificado / oficial,1,No,Sí,Mal Pagador
0 - 200 DM,24,Créditos existentes pagados hasta ahora,Auto (usado),2760,Desconocido / Sin ahorros,>= 7 años,4,Hombre: soltero,Ninguno,4,Desconocido / Sin propiedad,36,Banco,Gratis,1,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
0 - 200 DM,18,Retraso en pagos en el pasado,Muebles/Equipo,4297,< 100 DM,>= 7 años,4,Hombre: divorciado/separado,Ninguno,3,Desconocido / Sin propiedad,40,Ninguno,Propia,1,Gerencia / Autoempleado / Altamente calificado,1,Sí,Sí,Mal Pagador
Sin cuenta,9,Cuenta crítica / Otros créditos,Educación,936,500 - 1000 DM,>= 7 años,4,Hombre: soltero,Ninguno,2,Auto u otro,52,Ninguno,Propia,2,Empleado calificado / oficial,1,Sí,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Auto (nuevo),1168,< 100 DM,1 - 4 años,4,Hombre: casado/viudo,Ninguno,3,Bienes raíces,27,Ninguno,Propia,1,No calificado - residente,1,No,Sí,Buen Pagador
Sin cuenta,27,Retraso en pagos en el pasado,Negocios,5117,< 100 DM,4 - 7 años,3,Hombre: soltero,Ninguno,4,Auto u otro,26,Ninguno,Propia,2,Empleado calificado / oficial,1,No,Sí,Buen Pagador
< 0 DM,12,Créditos existentes pagados hasta ahora,Recapacitación,902,< 100 DM,4 - 7 años,4,Hombre: casado/viudo,Ninguno,4,Seguro de vida / Ahorro para vivienda,21,Ninguno,Alquiler,1,Empleado calificado / oficial,1,No,Sí,Mal Pagador
